name,team_ID,WAR_bat,WAR_pit,WAR_total,year_ID
Lute Boone,NYY,0.0,,0.0,1916
George Gibson,PIT,0.0,,0.0,1916
Tom Sheehan,PHA,-0.2,0.3,0.0,1916
Bud Weiser,PHI,0.0,,0.0,1916
Limb McKenry,CIN,0.2,-0.2,0.0,1916
Ed Walsh,CHW,0.0,0.0,0.0,1916
Marty Shay,CHC,0.0,,0.0,1916
Zinn Beck,STL,0.0,,0.0,1916
Jack Smith,STL,0.0,,0.0,1916
Ike McAuley,PIT,0.0,,0.0,1916
Ziggy Hasbrook,CHW,0.0,,0.0,1916
Johnny O'Connor,CHC,0.0,,0.0,1916
Billy Sullivan,DET,0.0,,0.0,1916
Bob O'Farrell,CHC,0.0,,0.0,1916
Duke Kelleher,NYG,0.0,,0.0,1916
Pop-Boy Smith,CLE,0.0,0.0,0.0,1916
Merwin Jacobson,CHC,0.0,,0.0,1916
Jack Bentley,WAS,0.0,0.0,0.0,1916
Fritz Vonkolnitz,CHW,0.0,,0.0,1916
Earl Smith,CHC,0.0,,0.0,1916
Jack Richardson,PHA,0.0,0.0,0.0,1916
Bill Johnson,PHA,0.0,,0.0,1916
Olaf Henriksen,BOS,0.0,,0.0,1916
Byrd Lynn,CHW,0.0,,0.0,1916
Dan Griner,STL,0.0,0.0,0.0,1916
Herb Hunter,- - -,0.0,,0.0,1916
Ben Tincup,PHI,0.0,,0.0,1916
Artie Dede,BRO,0.0,,0.0,1916
Bert Adams,PHI,0.0,,0.0,1916
Heinie Stafford,NYG,0.0,,0.0,1916
Wilbur Fisher,PIT,0.0,,0.0,1916
Gene Madden,PIT,0.0,,0.0,1916
Ed Sicking,CHC,0.0,,0.0,1916
Ray Kennedy,SLB,0.0,,0.0,1916
Paul Carpenter,PIT,0.0,0.0,0.0,1916
Joe Fautsch,CHW,0.0,,0.0,1916
Germany Schaefer,NYY,0.0,,0.0,1916
George Pearce,CHC,0.0,0.0,0.0,1916
Newt Halliday,PIT,0.0,,0.0,1916
Jim Bluejacket,CIN,0.0,0.0,0.0,1916
Paul Des Jardien,CLE,0.0,0.0,0.0,1916
Billy Maharg,PHI,0.0,,0.0,1916
Bunny Fabrique,BRO,0.0,,0.0,1916
Gary Fortune,PHI,0.0,0.0,0.0,1916
Gus Getz,BRO,0.0,,0.0,1916
Stan Baumgartner,PHI,0.0,0.0,0.0,1916
Bill Donovan,NYY,0.0,0.0,0.0,1916
Angel Aragon,NYY,0.0,,0.0,1916
Verne Clemons,SLB,0.0,,0.0,1916
Carmen Hill,PIT,0.0,-0.1,0.0,1916
Mack Wheat,BRO,0.0,,0.0,1916
Tim McCabe,SLB,0.0,0.0,0.0,1916
Red Gunkel,CLE,0.0,0.0,0.0,1916
Nemo Leibold,CHW,0.0,,0.0,1916
Harry Weaver,PHA,0.0,-0.1,0.0,1916
Lew Wendell,NYG,0.0,,0.0,1916
Billy Gleason,PIT,0.0,,0.0,1916
Bob Gandy,PHI,0.0,,0.0,1916
Lew Malone,PHA,0.0,,0.0,1916
Frank Fuller,DET,0.0,,0.0,1916
Sad Sam Jones,BOS,0.0,-0.1,-0.1,1916
John Kelleher,BRO,-0.1,,-0.1,1916
Larry Chappell,- - -,-0.1,,-0.1,1916
Red McKee,DET,-0.1,,-0.1,1916
Patsy Gharrity,WAS,-0.1,,-0.1,1916
Merito Acosta,WAS,-0.1,,-0.1,1916
Ed Appleton,BRO,0.0,0.0,-0.1,1916
Walt Whittaker,PHA,0.0,-0.1,-0.1,1916
Walt Tragesser,BSN,-0.1,,-0.1,1916
Mike Cantwell,NYY,0.0,-0.1,-0.1,1916
Jack Bradley,CLE,-0.1,,-0.1,1916
Moxie Divis,PHA,-0.1,,-0.1,1916
Art Rico,BSN,-0.1,,-0.1,1916
Marv Goodwin,WAS,0.0,-0.1,-0.1,1916
Michael Driscoll,PHA,0.0,0.0,-0.1,1916
Babe Ellison,DET,-0.1,,-0.1,1916
Duster Mails,BRO,0.0,-0.1,-0.1,1916
Billy Lee,SLB,-0.1,,-0.1,1916
Lou Guisto,CLE,-0.1,,-0.1,1916
Bill Rodgers,CIN,-0.1,,-0.1,1916
George Twombly,CIN,-0.1,,-0.1,1916
Howard Lohr,CLE,-0.1,,-0.1,1916
Bill Morrisette,PHA,0.0,-0.1,-0.1,1916
Joe Tinker,CHC,-0.1,,-0.1,1916
Joe Schultz,PIT,-0.1,,-0.1,1916
Paul Carter,CHC,-0.1,0.0,-0.1,1916
Paul Smith,CIN,-0.1,,-0.1,1916
George Chalmers,PHI,-0.3,0.2,-0.1,1916
Joe Mathes,BSN,-0.1,,-0.1,1916
Eric Erickson,DET,-0.1,0.0,-0.1,1916
George Maisel,DET,-0.1,,-0.1,1916
Red Smyth,BRO,-0.1,,-0.1,1916
Deacon Jones,DET,0.0,-0.1,-0.1,1916
Paddy Siglin,PIT,-0.1,,-0.1,1916
Turner Barber,WAS,-0.1,,-0.1,1916
Doc Crandall,SLB,0.0,-0.1,-0.1,1916
Carl Sawyer,WAS,-0.1,,-0.1,1916
Jack Dalton,DET,-0.1,,-0.1,1916
Rube Bressler,PHA,0.0,-0.2,-0.1,1916
Hick Cady,BOS,-0.1,,-0.1,1916
Bill McTigue,DET,0.0,-0.1,-0.1,1916
Jack Scott,PIT,0.0,-0.1,-0.1,1916
Fred Bailey,BSN,-0.1,,-0.1,1916
Shag Thompson,PHA,-0.2,,-0.2,1916
Red Dooin,NYG,-0.2,,-0.2,1916
Tony Brottem,STL,-0.2,,-0.2,1916
Tom Daly,CLE,-0.2,,-0.2,1916
Doc Cook,NYY,-0.2,,-0.2,1916
Charlie Pick,PHA,-0.2,,-0.2,1916
Cy Warmoth,STL,0.0,-0.1,-0.2,1916
Claude Thomas,WAS,-0.1,-0.1,-0.2,1916
Fritz Maisel,NYY,-0.2,,-0.2,1916
Jack Lapp,CHW,-0.2,,-0.2,1916
Grover Lowdermilk,- - -,0.0,-0.2,-0.2,1916
Steamboat Williams,STL,0.1,-0.3,-0.2,1916
Twink Twining,CIN,0.0,-0.2,-0.2,1916
Red Lanning,PHA,0.0,-0.3,-0.2,1916
Eddie Murphy,CHW,-0.2,,-0.2,1916
Charlie Jamieson,WAS,-0.2,0.0,-0.2,1916
Frederick Brainard,NYG,-0.2,,-0.2,1916
Stuffy Stewart,STL,-0.2,,-0.2,1916
Josh Billings,CLE,-0.2,,-0.2,1916
Rip Hagerman,CLE,0.0,-0.2,-0.2,1916
Mike Menosky,WAS,-0.2,,-0.2,1916
Murphy Currie,STL,0.0,-0.2,-0.3,1916
Nick Allen,CHC,-0.3,,-0.3,1916
Charlie Pechous,CHC,-0.3,,-0.3,1916
Lee McElwee,PHA,-0.3,,-0.3,1916
Chuck Wortman,CHC,-0.3,,-0.3,1916
Jimmy Smith,PIT,-0.3,,-0.3,1916
Earl Moseley,CIN,-0.3,0.0,-0.3,1916
Dan Costello,PIT,-0.3,,-0.3,1916
Del Baker,DET,-0.3,,-0.3,1916
Marty McHale,- - -,0.0,-0.3,-0.3,1916
Harland Rowe,PHA,-0.3,,-0.3,1916
Mike Murphy,PHA,-0.3,,-0.3,1916
Charlie Grimm,PHA,-0.3,,-0.3,1916
Ken Williams,CIN,-0.3,,-0.3,1916
Ed Fitzpatrick,BSN,-0.3,,-0.3,1916
Ray O'Brien,PIT,-0.3,,-0.3,1916
Carl Ray,PHA,-0.1,-0.3,-0.3,1916
Emilio Palmero,NYG,0.0,-0.3,-0.3,1916
Charlie Deal,- - -,-0.4,,-0.4,1916
Clem Clemens,CHC,-0.4,,-0.4,1916
Chief Wilson,STL,-0.4,,-0.4,1916
Harry Chapman,SLB,-0.4,,-0.4,1916
Joe Gedeon,NYY,-0.4,,-0.4,1916
Jack Barry,BOS,-0.4,,-0.4,1916
Hooks Warner,PIT,-0.4,,-0.4,1916
Walter Schmidt,PIT,-0.4,,-0.4,1916
Marty Kavanagh,- - -,-0.4,,-0.4,1916
Joe Oeschger,PHI,-0.1,-0.3,-0.4,1916
Pete Compton,- - -,-0.4,,-0.4,1916
Art Butler,STL,-0.4,,-0.4,1916
Clyde Engle,CLE,-0.4,,-0.4,1916
Nap Lajoie,PHA,-0.4,,-0.4,1916
Cliff Markle,NYY,-0.2,-0.2,-0.4,1916
Eddie Ainsmith,WAS,-0.4,,-0.4,1916
Rube Oldring,- - -,-0.4,,-0.4,1916
Ollie O'Mara,BRO,-0.4,,-0.4,1916
Cy Wright,CHW,-0.4,,-0.4,1916
Slim Love,NYY,-0.2,-0.2,-0.4,1916
Doc Carroll,PHA,-0.5,,-0.5,1916
Lee King,PIT,-0.5,,-0.5,1916
Val Picinich,PHA,-0.5,,-0.5,1916
Frank Emmer,CIN,-0.5,,-0.5,1916
Gene Dale,CIN,0.0,-0.5,-0.5,1916
Mike McNally,BOS,-0.5,,-0.5,1916
Cap Crowell,PHA,-0.2,-0.3,-0.5,1916
Doc Johnston,PIT,-0.5,,-0.5,1916
Joe Evans,CLE,-0.6,,-0.6,1916
Weldon Wyckoff,- - -,0.1,-0.6,-0.6,1916
Ralph Mitterling,PHA,-0.6,,-0.6,1916
Dutch Zwilling,CHC,-0.6,,-0.6,1916
Fritz Mollwitz,- - -,-0.6,,-0.6,1916
Roy Hartzell,NYY,-0.6,,-0.6,1916
George Harper,DET,-0.7,,-0.7,1916
Brad Kocher,NYG,-0.7,,-0.7,1916
Otis Lawry,PHA,-0.7,,-0.7,1916
Marsh Williams,PHA,-0.1,-0.6,-0.7,1916
George Hesselbacher,PHA,-0.1,-0.7,-0.7,1916
Claude Cooper,PHI,-0.8,,-0.8,1916
High Pockets Kelly,NYG,-0.8,,-0.8,1916
Zip Collins,BSN,-0.9,,-0.9,1916
Jack Tobin,SLB,-1.0,,-1.0,1916
Doug Baird,PIT,-1.1,,-1.1,1916
Eddie Mulligan,CHC,-1.3,,-1.3,1916
Lee King,PHA,-1.3,,-1.3,1916
Jose Rodriguez,NYG,0.0,,0.0,1916
Ollie Welf,CLE,0.0,,0.0,1916
Ray Shook,CHW,0.0,,0.0,1916
Cy Young,BOS,0.2,7.7,7.9,1902
Honus Wagner,PIT,7.5,0.1,7.6,1902
Rube Waddell,PHA,0.8,6.8,7.6,1902
Ed Delahanty,WAS,7.0,,7.0,1902
Bill Bradley,CLE,6.7,,6.7,1902
George Davis,CHW,6.1,,6.1,1902
Noodles Hahn,CIN,-0.3,6.3,5.9,1902
Tommy Leach,PIT,5.9,,5.9,1902
Vic Willis,BSN,-0.4,6.2,5.8,1902
Deacon Phillippe,PIT,0.4,5.3,5.7,1902
Eddie Plank,PHA,0.8,4.9,5.7,1902
Ginger Beaumont,PIT,5.7,,5.7,1902
Bobby Wallace,SLB,5.4,0.1,5.5,1902
Fred Clarke,PIT,5.4,,5.4,1902
Nap Lajoie,- - -,5.3,,5.3,1902
Bill Phillips,CIN,1.4,3.9,5.2,1902
Charlie Hickman,- - -,5.0,0.0,5.0,1902
Fred Tenney,BSN,4.9,,4.9,1902
Jesse Tannehill,PIT,0.8,4.1,4.9,1902
Doc White,PHI,0.1,4.7,4.9,1902
Jimmy Collins,BOS,4.8,,4.8,1902
Sammy Strang,- - -,4.8,,4.8,1902
Sam Crawford,CIN,4.7,,4.7,1902
Lave Cross,PHA,4.7,,4.7,1902
Jimmy Slagle,CHI,4.6,,4.6,1902
Jesse Burkett,SLB,4.5,0.0,4.6,1902
Buck Freeman,BOS,4.5,,4.5,1902
Frank Kitson,BRO,1.0,3.4,4.4,1902
Socks Seybold,PHA,4.3,,4.3,1902
Fielder Jones,CHW,4.2,,4.2,1902
Willie Keeler,BRO,4.0,,4.0,1902
Bill Dahlen,BRO,3.9,,3.9,1902
Jake Beckley,CIN,3.8,0.1,3.9,1902
Jimmy Barrett,DET,3.9,,3.9,1902
Jimmy Sheckard,- - -,3.9,,3.9,1902
Roy Thomas,PHI,3.8,,3.8,1902
Joe McGinnity,- - -,-0.7,4.5,3.8,1902
Danny Green,CHW,3.7,,3.7,1902
Jack Chesbro,PIT,-0.1,3.8,3.7,1902
Christy Mathewson,NYG,-0.3,3.8,3.5,1902
Claude Ritchey,PIT,3.5,,3.5,1902
Bill Dinneen,BOS,-1.5,5.0,3.5,1902
Freddy Parent,BOS,3.5,,3.5,1902
Mike O'Neill,STL,0.9,2.5,3.4,1902
Jimmy Ryan,WAS,3.4,,3.4,1902
Joe Tinker,CHI,3.4,,3.4,1902
Jack Taylor,CHI,0.1,3.3,3.4,1902
Wiley Piatt,CHW,0.2,3.1,3.3,1902
Dan McGann,- - -,3.3,,3.3,1902
Bill Donovan,BRO,-0.4,3.6,3.2,1902
Kip Selbach,BAL,3.2,,3.2,1902
Chick Stahl,BOS,3.2,,3.2,1902
Togie Pittinger,BSN,-0.8,3.9,3.1,1902
Harry Davis,PHA,3.1,,3.1,1902
George Mullin,DET,0.6,2.5,3.1,1902
Topsy Hartsel,PHA,3.1,,3.1,1902
Patsy Donovan,STL,3.1,,3.1,1902
Charlie Hemphill,- - -,3.1,,3.1,1902
Al Orth,WAS,-0.6,3.6,3.0,1902
Jack Powell,SLB,-0.2,3.2,3.0,1902
Jim Hughes,BRO,0.2,2.8,3.0,1902
Davy Jones,- - -,3.0,,3.0,1902
Bill Bernhard,- - -,-0.2,3.2,3.0,1902
Johnny Kling,CHI,3.0,,3.0,1902
John Dobbs,- - -,2.9,,2.9,1902
Pop Williams,CHI,0.6,2.3,2.9,1902
Sam Leever,PIT,-0.4,3.2,2.8,1902
Snake Wiltse,- - -,0.2,2.5,2.8,1902
Elmer Flick,- - -,2.8,,2.8,1902
Kitty Bransfield,PIT,2.8,,2.8,1902
Joe Kelley,- - -,2.8,,2.8,1902
Charlie Irwin,BRO,2.7,,2.7,1902
Ed Siever,DET,-0.4,3.1,2.7,1902
Homer Smoot,STL,2.7,,2.7,1902
Harry Steinfeldt,CIN,2.6,,2.6,1902
Heinie Peitz,CIN,2.6,,2.6,1902
Frank Chance,CHI,2.6,,2.6,1902
Jimmy Williams,BAL,2.6,,2.6,1902
Kid Elberfeld,DET,2.6,,2.6,1902
Addie Joss,CLE,-1.2,3.7,2.6,1902
Duff Cooley,BSN,2.6,,2.6,1902
Ed Gremminger,BSN,2.6,,2.6,1902
Dave Fultz,PHA,2.5,,2.5,1902
Bill Coughlin,WAS,2.5,,2.5,1902
Dick Padden,SLB,2.4,,2.4,1902
Jock Menefee,CHI,0.1,2.3,2.4,1902
Harry Howell,BAL,0.2,2.2,2.4,1902
Ham Iburg,PHI,-0.3,2.7,2.4,1902
Bill Keister,WAS,2.3,,2.3,1902
Doc Casey,DET,2.3,,2.3,1902
Patsy Dougherty,BOS,2.3,,2.3,1902
Wid Conroy,PIT,2.2,,2.2,1902
Emmet Heidrick,SLB,2.2,0.0,2.2,1902
Roy Patterson,CHW,-0.3,2.5,2.2,1902
Win Mercer,DET,-0.2,2.4,2.1,1902
Tom Hughes,- - -,-0.1,2.2,2.1,1902
Herm McFarland,- - -,2.1,,2.1,1902
Red Donahue,SLB,-1.1,3.1,2.1,1902
Bob Wicker,STL,0.3,1.7,2.0,1902
Earl Moore,CLE,-0.1,2.1,2.0,1902
Hobe Ferris,BOS,2.0,,2.0,1902
Bill Duggleby,- - -,-0.1,2.1,2.0,1902
Cy Seymour,- - -,2.0,0.0,2.0,1902
Scoops Carey,WAS,1.9,,1.9,1902
Shad Barry,PHI,1.9,,1.9,1902
Dummy Hoy,CIN,1.9,,1.9,1902
Harry Bay,- - -,1.9,,1.9,1902
Harry Bemis,CLE,1.9,,1.9,1902
Cozy Dolan,BRO,1.9,,1.9,1902
George Browne,- - -,1.8,,1.8,1902
Stan Yerkes,STL,-0.2,2.0,1.8,1902
Jack Cronin,- - -,-0.5,2.3,1.8,1902
Sam Mertes,CHW,1.8,0.1,1.8,1902
Chick Fraser,PHI,0.2,1.6,1.8,1902
Doc Newton,BRO,-0.5,2.3,1.8,1902
Ned Garvin,- - -,-0.3,2.1,1.8,1902
Bobby Lowe,CHI,1.7,,1.7,1902
Roy Evans,- - -,0.3,1.4,1.7,1902
Ed Doheny,PIT,-0.1,1.8,1.7,1902
John Malarkey,BSN,0.4,1.3,1.7,1902
George Winter,BOS,-0.3,1.9,1.6,1902
George Barclay,STL,1.6,,1.6,1902
Billy Lush,BSN,1.6,,1.6,1902
Steve Brodie,NYG,1.6,,1.6,1902
Lefty Davis,PIT,1.6,,1.6,1902
John McGraw,- - -,1.6,,1.6,1902
Roger Bresnahan,- - -,1.6,,1.6,1902
Ossee Schrecongost,- - -,1.6,,1.6,1902
Tully Sparks,- - -,-0.2,1.7,1.6,1902
Boileryard Clarke,WAS,1.5,,1.5,1902
John Farrell,STL,1.5,,1.5,1902
Charlie Shields,- - -,-0.1,1.5,1.5,1902
Jimmy Burke,PIT,1.4,,1.4,1902
Bob Wood,CLE,1.4,,1.4,1902
Otto Krueger,STL,1.4,,1.4,1902
Dummy Taylor,- - -,-0.5,1.9,1.4,1902
Hughie Jennings,PHI,1.3,,1.3,1902
Heinie Smith,NYG,1.3,,1.3,1902
Jack McCarthy,CLE,1.2,,1.2,1902
Clarence Currie,- - -,-0.1,1.4,1.2,1902
Herman Long,BSN,1.2,,1.2,1902
George Magoon,CIN,1.1,,1.1,1902
Happy Townsend,WAS,0.4,0.8,1.1,1902
Jack Harper,SLB,0.0,1.1,1.1,1902
Hughie Hearne,BRO,1.1,,1.1,1902
Wilbert Robinson,BAL,1.1,,1.1,1902
Highball Wilson,PHA,-0.1,1.2,1.1,1902
Art Nichols,STL,1.1,,1.1,1902
Roscoe Miller,- - -,-0.4,1.5,1.1,1902
Lou Criger,BOS,1.1,,1.1,1902
John Anderson,SLB,1.0,,1.0,1902
Jim St. Vrain,CHI,-0.1,1.2,1.0,1902
Jack Doyle,- - -,1.0,,1.0,1902
Casey Patten,WAS,-1.8,2.8,1.0,1902
Joe Yeager,DET,0.1,0.9,1.0,1902
Chief Zimmer,PIT,1.0,,1.0,1902
Watty Lee,WAS,0.2,0.7,1.0,1902
Dick Harley,DET,1.0,,1.0,1902
Erve Beck,- - -,0.9,,0.9,1902
Bill Reidy,SLB,-0.2,1.2,0.9,1902
Jack Katoll,- - -,-0.3,1.3,0.9,1902
Harry Wolverton,- - -,0.9,,0.9,1902
Jimmy Callahan,CHW,-0.6,1.5,0.9,1902
Pat Moran,BSN,0.9,,0.9,1902
Bill Carrick,WAS,-0.7,1.6,0.9,1902
Jimmy Sebring,PIT,0.9,,0.9,1902
Ducky Holmes,DET,0.9,,0.9,1902
Pat Carney,BSN,1.0,-0.1,0.8,1902
Tom McCreery,BRO,0.8,,0.8,1902
Roy Brashear,STL,0.8,,0.8,1902
Bill Hallman,PHI,0.8,,0.8,1902
Rudy Hulswitt,PHI,0.8,,0.8,1902
Frank Bowerman,NYG,0.7,,0.7,1902
Alex Pearson,STL,0.1,0.6,0.7,1902
Malachi Kittridge,BSN,0.7,,0.7,1902
Mal Eason,- - -,-0.6,1.3,0.7,1902
Danny Murphy,PHA,0.7,,0.7,1902
Cy Vorhees,- - -,0.4,0.3,0.7,1902
Joe Sugden,SLB,0.7,0.0,0.7,1902
Barry McCormick,SLB,0.7,,0.7,1902
Ed Murphy,STL,0.2,0.4,0.7,1902
Frank Isbell,CHW,0.6,0.0,0.6,1902
Bob Ewing,CIN,-0.5,1.1,0.6,1902
George Van Haltren,NYG,0.6,,0.6,1902
Jack O'Connor,PIT,0.6,,0.6,1902
Carl Lundgren,CHI,-0.7,1.2,0.6,1902
Andy Coakley,PHA,0.2,0.4,0.5,1902
Charlie Dexter,- - -,0.5,,0.5,1902
Tommy Corcoran,CIN,0.5,,0.5,1902
Ollie Pickering,CLE,0.5,,0.5,1902
Larry Schlafly,CHI,0.5,,0.5,1902
Mike Donlin,CIN,0.5,0.0,0.5,1902
Bob Rhoads,CHI,0.1,0.4,0.5,1902
Clark Griffith,CHW,-0.3,0.8,0.5,1902
Willie Sudhoff,SLB,-0.5,0.9,0.4,1902
Warren McLaughlin,PIT,0.2,0.3,0.4,1902
George Prentiss,- - -,0.0,0.4,0.4,1902
Ed Poole,- - -,-0.7,1.2,0.4,1902
Deacon McGuire,DET,0.4,,0.4,1902
Bob Dresser,BSN,0.0,0.4,0.4,1902
Billy Sullivan,CHW,0.4,,0.4,1902
Gus Dorner,CLE,0.2,0.1,0.3,1902
Bert Husting,- - -,-0.3,0.6,0.3,1902
Candy Lachance,BOS,0.3,,0.3,1902
Tom Daly,CHW,0.3,,0.3,1902
Alex Hardy,CHI,0.1,0.2,0.3,1902
Rube Kisinger,DET,-0.1,0.4,0.3,1902
Frank Foreman,BAL,0.1,0.2,0.3,1902
Ed McFarland,CHW,0.3,,0.3,1902
Dusty Miller,CHI,0.3,,0.3,1902
Johnny Evers,CHI,0.3,,0.3,1902
Jack Hendricks,- - -,0.3,,0.3,1902
Charlie Smith,CLE,0.0,0.3,0.3,1902
Fred Klobedanz,BSN,0.1,0.1,0.2,1902
Brickyard Kennedy,NYG,0.1,0.1,0.2,1902
Doc Powers,PHA,0.2,,0.2,1902
Libe Washburn,NYG,0.2,,0.2,1902
Henry Thielman,- - -,-0.9,1.1,0.2,1902
Zaza Harvey,CLE,0.2,,0.2,1902
Ike Butler,BAL,-0.7,1.0,0.2,1902
Wish Egan,DET,0.0,0.2,0.2,1902
Tom Walker,PHA,0.0,0.2,0.2,1902
Jack Warner,BOS,0.2,,0.2,1902
Duke Farrell,BRO,0.2,,0.2,1902
Bill Mellor,BAL,0.2,,0.2,1902
John McMakin,BRO,0.1,0.1,0.2,1902
Jack Morrissey,CIN,0.2,,0.2,1902
Bob Lawson,BAL,0.0,0.2,0.2,1902
Sam McMackin,- - -,0.1,0.1,0.2,1902
Pat Deisel,BRO,0.1,,0.1,1902
John Murphy,STL,0.1,,0.1,1902
Mike Hopkins,PIT,0.1,,0.1,1902
Bill Magee,- - -,0.0,0.2,0.1,1902
Dad Hale,- - -,-0.2,0.3,0.1,1902
Tom Fleming,PHI,0.1,,0.1,1902
George Hildebrand,BRO,0.1,,0.1,1902
Bob Blewett,NYG,-0.1,0.2,0.1,1902
Frank Morrissey,CHI,-0.3,0.4,0.1,1902
Fred Glade,CHI,0.1,0.0,0.1,1902
Lew Drill,- - -,0.1,,0.1,1902
Jim Gardner,CHI,0.0,0.1,0.1,1902
Otto Hess,CLE,-0.1,0.2,0.1,1902
Joe Wall,- - -,0.1,,0.1,1902
Ed Walker,CLE,0.0,0.1,0.1,1902
Sammy Curran,BSN,0.0,0.1,0.1,1902
Gene McCann,BRO,-0.1,0.2,0.1,1902
Rube Vickers,CIN,-0.1,0.2,0.1,1902
Jimmy McAleer,SLB,0.1,,0.1,1902
Tim Flood,BRO,0.1,,0.1,1902
Nick Altrock,BOS,-0.1,0.2,0.1,1902
George Merritt,PIT,0.1,,0.1,1902
Joe Berry,PHI,0.0,,0.0,1902
C.B. Burns,BAL,0.0,,0.0,1902
Crese Heismann,- - -,0.0,0.0,0.0,1902
Red Long,BSN,0.0,0.1,0.0,1902
Rube Ward,BRO,0.0,,0.0,1902
Art Williams,CHI,0.0,,0.0,1902
Fred Brown,BSN,0.0,,0.0,1902
Peaches Graham,CLE,0.0,,0.0,1902
Bill Wolfe,PHI,0.0,0.0,0.0,1902
Rudy Kling,STL,0.0,,0.0,1902
John Terry,DET,0.0,0.1,0.0,1902
Jim Hackett,STL,0.1,-0.1,0.0,1902
Mike Kahoe,- - -,0.0,,0.0,1902
Jim McDonald,NYG,0.0,,0.0,1902
Fred Crolius,PIT,0.0,,0.0,1902
Ed Glenn,CHI,0.0,,0.0,1902
Otto Williams,STL,0.0,,0.0,1902
Ginger Clark,CLE,0.1,-0.1,0.0,1902
Gene DeMontreville,BSN,0.0,,0.0,1902
Jack Lundbom,CLE,0.0,-0.1,0.0,1902
Dave Williams,BOS,0.1,-0.1,0.0,1902
Tad Quinn,PHA,-0.1,0.1,0.0,1902
Joe Bean,NYG,0.0,,0.0,1902
Frank Mahar,PHI,0.0,,0.0,1902
Joe Stanley,WAS,0.0,,0.0,1902
Billy Lauder,NYG,0.0,,0.0,1902
Archie Stimmel,CIN,0.0,0.0,0.0,1902
Jacob Fox,PHI,0.0,0.0,0.0,1902
Nap Shea,PHI,0.0,,0.0,1902
Odie Porter,PHA,-0.1,0.0,0.0,1902
Ed Hughes,CHW,0.0,,0.0,1902
Dummy Leitner,- - -,0.0,0.0,0.0,1902
John Burke,NYG,-0.1,0.1,0.0,1902
Lou Polchow,CLE,-0.1,0.0,0.0,1902
Tim Donahue,WAS,0.0,,0.0,1902
Pete Lamer,CHI,0.0,,0.0,1902
Ed Watkins,PHI,0.0,,0.0,1902
Len Swormstedt,CIN,-0.1,0.1,0.0,1902
Ed Fisher,DET,0.0,0.0,0.0,1902
Bill Miller,PIT,0.0,,0.0,1902
Bill Clay,PHI,0.0,,0.0,1902
Tom Maher,PHI,0.0,,0.0,1902
R.E. Hillebrand,CHI,0.0,,0.0,1902
Jim Callahan,NYG,-0.1,,-0.1,1902
Buck Hooker,CIN,0.0,0.0,-0.1,1902
Jesse Whiting,PHI,0.0,-0.1,-0.1,1902
Lee Fohl,PIT,-0.1,,-0.1,1902
George Starnagle,CLE,-0.1,,-0.1,1902
Mike Jacobs,CHI,-0.1,,-0.1,1902
Wiley Dunham,STL,-0.1,0.0,-0.1,1902
Joe Hughes,CHI,-0.1,,-0.1,1902
Chick Hartley,NYG,-0.1,,-0.1,1902
Hal O'Hagan,- - -,-0.1,,-0.1,1902
Lave Winham,BRO,0.0,0.0,-0.1,1902
Jim Delahanty,NYG,-0.1,,-0.1,1902
John Atz,WAS,-0.1,,-0.1,1902
Martin Glendon,CIN,0.0,-0.1,-0.1,1902
Slats Jordan,BAL,-0.1,,-0.1,1902
Barney McFadden,PHI,0.0,-0.1,-0.1,1902
Snapper Kennedy,CHI,-0.1,,-0.1,1902
Art Weaver,STL,-0.1,,-0.1,1902
Jiggs Donahue,SLB,-0.1,,-0.1,1902
Ernie Ross,BAL,-0.1,0.0,-0.1,1902
Ed Phelps,PIT,-0.1,,-0.1,1902
John O'Connell,DET,-0.1,,-0.1,1902
Doc Adkins,BOS,0.0,-0.1,-0.1,1902
Joe Adams,STL,0.0,-0.1,-0.1,1902
Chick Pedroes,CHI,-0.1,,-0.1,1902
Lew Ritter,BRO,-0.1,,-0.1,1902
Ed Kenna,PHA,0.0,-0.1,-0.1,1902
Chappie McFarland,STL,-0.1,-0.1,-0.1,1902
Oscar Streit,CLE,0.1,-0.2,-0.1,1902
John O'Neill,NYG,-0.2,,-0.2,1902
Jimmy Mathison,BAL,-0.2,,-0.2,1902
Harry Felix,PHI,-0.4,0.2,-0.2,1902
Doc Hazelton,STL,-0.2,,-0.2,1902
Dike Varney,CLE,0.0,-0.1,-0.2,1902
Arch McCarthy,DET,-0.3,0.1,-0.2,1902
Farmer Steelman,PHA,-0.2,,-0.2,1902
Bill Thomas,PHI,-0.2,,-0.2,1902
Lou Schiappacasse,DET,-0.2,,-0.2,1902
Jack Thoney,- - -,-0.2,,-0.2,1902
Nig Fuller,BRO,-0.2,,-0.2,1902
Ernie Courtney,- - -,-0.2,,-0.2,1902
Solly Salisbury,PHI,0.0,-0.2,-0.2,1902
Jack Calhoun,STL,-0.2,,-0.2,1902
Gary Wilson,BOS,-0.2,,-0.2,1902
Harry Arndt,- - -,-0.2,,-0.2,1902
Lew Post,DET,-0.2,,-0.2,1902
Red Dooin,PHI,-0.2,,-0.2,1902
Mike Lynch,CHI,-0.2,,-0.2,1902
Harry Gleason,BOS,-0.2,,-0.2,1902
Bunk Congalton,CHI,-0.3,,-0.3,1902
Cal Vasbinder,CLE,0.0,-0.3,-0.3,1902
Jack Robinson,NYG,-0.3,,-0.3,1902
